lead_id,true_segment,agent_first_name,metro_tier,years_licensed,deals_last_12m,team_role,has_youtube,yt_subscribers,videos_last_90d,ig_posts_per_month,lead_source,deals_bucket,bio,true_p0,true_p1,true_call_uplift,true_reply_p_tmpl0,true_reply_p_tmpl1,true_reply_p_tmpl2
L61817000384,ambiguous_team_member,Robert,tier2,12,9,team_member,False,0,0,11,cold_list,mid,"Based in a mid-size metro, Robert has 12 years of experience. Closed 9 deals in the last 12 months. Works with an in-house videographer on a regular posting schedule. Posts on Instagram regularly. Added from an outreach list.",0.030227045240701706,0.15844411987067825,0.12821707462997653,0.11696984824887072,0.09839542945643848,0.06285071714141328
L61817000385,ambiguous_team_member,Aisha,tier1,22,9,team_member,False,0,0,6,webinar,mid,"Aisha has been licensed for 22 years, working in a major metro. Closed 9 deals in the last 12 months. Recently asked about getting started with video for listings.",0.03672369561647274,0.11086525100297401,0.07414155538650127,0.10634596002468474,0.05241386209075751,0.04849779916202471
L61817000386,hidden_gem_sparse_bio,Sofia,tier2,14,14,team_member,False,0,0,14,webinar,mid,Sofia is a realtor in a mid-size metro.,0.028690013559615892,0.19556321262259138,0.16687319906297549,0.09176538666416507,0.09272100307825047,0.06182718939752303
L61817000387,do_not_disturb_media_team,Daniel,tier3,23,34,team_lead,True,21933,26,26,webinar,high,Daniel is a licensed agent in a smaller market with 23 years in the business. Closed 34 deals in the last 12 months. The team already runs a YouTube channel with a dedicated media hire. Signed up after a webinar.,0.11064306702503504,0.037882075629421905,-0.07276099139561314,0.0873248886905765,0.07309259006220523,0.1403897735938502
L61817000388,sure_thing_inbound,Michael,tier3,11,19,solo,False,0,0,11,inbound_form,high,"Michael has been licensed for 11 years, working in a smaller market. Keeps up an active social media presence.",0.3132848980676222,0.3935383734655603,0.08025347539793809,0.14473675725512644,0.10306878991513041,0.10896625299824628
L61817000389,do_not_disturb_media_team,Carlos,tier2,2,36,team_lead,True,26051,12,13,cold_list,high,Carlos is a licensed agent in a mid-size metro with 2 years in the business. Closed 36 deals in the last 12 months.,0.10898553826431162,0.07193617044044905,-0.037049367823862575,0.08721507788651767,0.08481080935887543,0.11732449487967672
L61817000390,persuadable_growth,Grace,tier1,11,10,solo,False,0,0,12,cold_list,mid,Grace is a licensed agent in a major metro with 11 years in the business. Added from an outreach list.,0.05391751838645229,0.11452992199447123,0.06061240360801894,0.06998868643757755,0.10390200690467519,0.09447809036728173
L61817000391,hidden_gem_sparse_bio,Andre,tier2,9,6,team_member,False,0,0,5,cold_list,mid,Andre is a licensed agent in a mid-size metro with 9 years in the business. Added from an outreach list.,0.030935098154925823,0.15973986312256822,0.1288047649676424,0.07058271989794843,0.069152705511286,0.07329464087176381
L61817000392,lost_cause_parttime,Tom,tier2,24,2,solo,False,0,0,3,cold_list,low,"Based in a mid-size metro, Tom has 24 years of experience. Closed 2 deals in the last 12 months. Added from an outreach list.",0.026076206438500067,0.011801158857474986,-0.014275047581025081,0.11979179775700693,0.09731340441451619,0.09656263271755905
L61817000393,do_not_disturb_media_team,Julia,tier2,7,23,team_lead,True,15913,8,10,cold_list,high,Julia is a licensed agent in a mid-size metro with 7 years in the business. Closed 23 deals in the last 12 months. Works with an in-house videographer on a regular posting schedule.,0.09780993442497013,0.07819380263405959,-0.01961613179091054,0.10247429837648658,0.0909870013694716,0.15316818224352774
L61817000394,persuadable_growth,David,tier1,6,12,team_member,False,0,0,7,cold_list,mid,"David has been licensed for 6 years, working in a major metro. Closed 12 deals in the last 12 months.",0.039755658032595044,0.21932845610848115,0.1795727980758861,0.06697502805074851,0.11180208910724113,0.0456644466758124
L61817000395,ambiguous_team_member,Aisha,tier3,1,8,team_member,False,0,0,4,webinar,mid,Aisha is a realtor in a smaller market.,0.04878466433026167,0.11632647433568197,0.0675418100054203,0.1147291173756994,0.055036644316102896,0.10884010721113262
L61817000396,hidden_gem_sparse_bio,Tom,tier2,25,11,solo,False,0,0,14,webinar,mid,"Tom has been licensed for 25 years, working in a mid-size metro. Shares listings and updates on social media often. Attended one of our marketing webinars.",0.022892402835070942,0.19045037611005514,0.1675579732749842,0.13721095993245108,0.07879726717492669,0.08093090117217354
L61817000397,persuadable_growth,Grace,tier1,9,18,solo,False,0,0,14,webinar,high,"Grace has been licensed for 9 years, working in a major metro. Attended one of our marketing webinars.",0.03342331434377,0.1718766184570058,0.1384533041132358,0.08836552874734885,0.1307524121302791,0.06643765744881214
L61817000398,ambiguous_team_member,Kevin,tier2,11,10,team_member,False,0,0,10,cold_list,mid,Kevin is a licensed agent in a mid-size metro with 11 years in the business.,0.057663546961797645,0.18208050472083284,0.12441695775903519,0.10730276918738649,0.11374357946727355,0.07451430914463497
L61817000399,persuadable_growth,Nina,tier1,18,15,team_member,False,0,0,10,cold_list,high,Realtor based in a major metro.,0.02213181838062907,0.1908495567990828,0.16871773841845372,0.08875630321633468,0.08121271247461366,0.05565152520032038
